frame_index,human_index,img_x,img_y,world_X,world_Y,world_Z
21,2,537.37994,427.026,3.0111523006510827,2.557964062244512,4.440892098500626e-16
22,0,608.86804,566.54535,3.5838731121036664,9.930804527386817,0.0
22,2,538.25574,427.97342,3.023191435183329,2.6373629709471906,0.0
23,0,605.3662,567.8049,3.5481389382994144,9.972573535365795,0.0
23,3,537.56104,426.88147,3.014035950448422,2.545449360691414,-4.440892098500626e-16
24,0,602.00543,569.7807,3.5125155447108263,10.037317380782508,0.0
24,2,536.20703,427.72543,2.992812268057599,2.6186184754824993,0.0
25,0,599.0187,571.68384,3.4809030066254047,10.098978423704725,0.0
25,2,533.62396,427.44604,2.95440985258042,2.597763142205917,0.0
26,0,596.65186,573.42303,3.4556573882762103,10.15472853446412,0.0
26,2,530.6923,427.03638,2.9108062159439023,2.5661787701218373,0.0
27,0,594.7492,574.54285,3.4360459785696786,10.190361898508566,0.0
27,2,527.73895,427.10712,2.866517919743022,2.5754229594244045,4.440892098500626e-16
28,0,593.5534,575.5481,3.423245836399561,10.222129857152353,0.0
28,2,525.9129,427.55832,2.8390149392896746,2.615657519918841,-4.440892098500626e-16
29,0,592.46466,576.3754,3.4118067980525746,10.248149299507887,0.0
29,2,526.54913,428.78412,2.8480188516311413,2.7181083725793016,0.0
30,0,591.3581,577.04944,3.400519734679516,10.26927131465905,0.0
30,2,528.3506,429.5206,2.8744117331858376,2.7776504378823255,4.440892098500626e-16
31,0,590.5238,577.67834,3.3918340789447035,10.288897361940167,0.0
31,2,530.20734,430.46494,2.9013350994978,2.8539573162167926,4.440892098500626e-16
32,0,589.6767,578.11786,3.3833765070042565,10.302587277456176,0.0
32,2,529.7896,431.0897,2.8947893737542327,2.9058204467100595,4.440892098500626e-16
33,0,588.9303,578.52246,3.375913241455718,10.315157442261366,0.0
33,2,529.87695,430.40207,2.8964951861570363,2.849111229999391,0.0
34,0,588.16656,578.926,3.3683109180890662,10.327668942777665,0.0
34,2,528.79474,429.77103,2.8808574755541443,2.79799416482172,4.440892098500626e-16
35,0,587.8938,579.82776,3.3643811038708336,10.355455049375959,0.0
35,3,536.7764,428.16165,3.000865926838473,2.654846710843721,0.0
36,0,587.5766,581.0949,3.359487640400106,10.394273825623431,0.0
36,4,546.8849,433.53455,3.1429876426542678,3.0873740868931705,0.0
37,0,587.25684,581.8615,3.355390310719505,10.417637918524948,0.0
37,2,533.8529,431.48877,2.9543109730811246,2.9343537405325186,0.0
38,0,587.0053,581.9973,3.3529099115086356,10.421775109358078,0.0
39,0,586.69006,581.5415,3.3507803767392312,10.40792628100275,0.0
40,0,586.69714,581.2001,3.3513783132001524,10.397520812140899,4.440892098500626e-16
41,0,586.9024,580.48004,3.3543648152844363,10.37550763640072,0.0
41,3,561.3351,429.81134,3.3645548510704635,2.7669778378721723,0.0
42,0,586.8027,579.7651,3.3545899324365958,10.3535801114509,0.0
42,2,562.9449,433.40256,3.3788681933758764,3.060584933245,4.440892098500626e-16
43,0,587.33655,578.05865,3.3621597831012124,10.300872332369092,0.0
43,2,585.6253,436.86453,3.6993213565579373,3.31504487786356,-4.440892098500626e-16
44,0,588.4354,576.1501,3.37530181355958,10.241320054964502,0.0
44,2,603.79456,442.5946,3.9360540145402805,3.740608276784524,0.0
45,0,589.98883,574.7079,3.3919690929262583,10.19586651238252,0.0
45,2,622.78033,447.8959,4.176771826967374,4.116611989829369,4.440892098500626e-16
46,0,591.1741,574.28656,3.403595483457372,10.182474051638088,0.0
46,2,637.1261,451.33337,4.35625910131769,4.351204419243345,0.0
47,0,593.1712,574.1891,3.4221553078110456,10.179264468500405,0.0
47,2,645.7467,452.34967,4.469199124146344,4.4160740877181475,0.0
48,0,595.5643,574.9644,3.442772909017292,10.20362664403372,0.0
48,2,649.5393,453.0304,4.517030409092118,4.460835456580369,0.0
49,0,597.8396,575.969,3.4618007068928605,10.235104368631598,0.0
49,2,652.57007,454.19406,4.550677150456039,4.539510242231941,-4.440892098500626e-16
50,0,600.1034,578.50116,3.477695255625613,10.313932360438434,0.0
50,2,654.5719,455.18796,4.5711272339764815,4.60661902335125,4.440892098500626e-16
51,0,602.2128,580.7549,3.492525956643238,10.383228677674367,0.0
51,1,584.3599,453.0414,3.621705413631246,4.5115426891134796,0.0
52,0,603.6905,583.37897,3.5007708853514155,10.46295114141055,0.0
52,1,606.9785,453.10568,3.930511694013335,4.4987611654386015,-4.440892098500626e-16
53,0,605.00165,585.30273,3.508786545112693,10.520710956156517,0.0
53,1,623.27606,452.9881,4.154856407817688,4.478108381730326,0.0
54,0,605.73126,586.3334,3.5132915146343766,10.551422123707894,0.0
54,1,635.52075,452.80698,4.324699673797718,4.456045497713113,0.0
55,0,606.72034,586.9135,3.5209782559674645,10.568621408941901,4.440892098500626e-16
55,2,656.9729,453.41534,4.6171626079136825,4.481993128574178,0.0
56,0,607.69403,587.0147,3.529465227655936,10.571592941402134,0.0
56,2,658.0735,452.29816,4.6407841128665,4.402826823429471,0.0
57,0,609.5701,585.812,3.548680071418776,10.535769557389289,0.0
57,2,660.05005,452.7259,4.665022037295845,4.431358372862331,-4.440892098500626e-16
58,0,612.70746,583.9352,3.5808045231416044,10.479388694984317,0.0
58,1,643.3026,452.3047,4.435616348106174,4.414818880490348,0.0
59,0,617.89154,581.0406,3.6341381824473546,10.391272944614819,0.0
59,2,660.52075,452.34726,4.674462516722125,4.404370567271634,0.0
60,0,624.65045,577.1861,3.7051754845359617,10.271726233822433,0.0
60,2,658.38605,450.44354,4.659246197882473,4.271004818079533,0.0
61,0,632.0091,572.277,3.786256378233829,10.115771018957602,0.0
61,4,578.0299,436.076,3.591532399031149,3.259975673869679,0.0
62,0,639.02814,567.5249,3.8659228844132087,9.960651381611275,0.0
63,0,647.4602,565.1991,3.953268482286338,9.882747166403897,0.0
64,0,655.46735,562.7246,4.038312124155929,9.798733782388776,0.0
65,0,661.94244,560.7064,4.10808995172733,9.729276756050021,0.0
66,0,667.8017,557.62946,4.176966653500058,9.622166741641148,0.0
67,0,672.1356,554.81714,4.230973293494015,9.52266469231658,4.440892098500626e-16
68,0,675.591,551.83887,4.27788574881762,9.415613109457935,0.0
68,4,598.1067,439.84607,3.867459312990836,3.535977430401946,0.0
68,5,641.6,447.98956,4.441036587061128,4.10781631192836,0.0
69,0,678.40826,549.5023,4.316338593214691,9.330281090346599,-4.440892098500626e-16
69,3,584.8767,433.28885,3.702717876984105,3.0291903973927923,0.0
70,0,679.9366,548.68774,4.335351860147974,9.300173921232474,0.0
70,2,653.3912,446.56714,4.618333668629765,3.9937923680539775,0.0
71,0,680.9375,547.7838,4.349565652301379,9.266689942381253,0.0
71,2,650.00995,446.78134,4.568662752799454,4.012428614964744,4.440892098500626e-16
72,0,681.2834,546.72845,4.357950893756271,9.2274903191424,0.0
72,2,646.99963,446.5749,4.5274184048076505,3.9997916157467337,-4.440892098500626e-16
73,1,655.0317,479.47595,4.4179313864284,6.130752049384514,0.0
73,2,643.80457,445.03125,4.493006754125519,3.888211785716866,4.440892098500626e-16
74,1,663.6868,498.85147,4.410685198039919,7.164776262164706,0.0
74,2,639.2703,443.7363,4.437219913120968,3.7952157789975054,0.0
75,1,669.84326,511.95605,4.409687315497512,7.791661632967919,0.0
75,2,634.6974,442.55035,4.379604438934402,3.709641648609196,0.0
76,1,674.7523,520.99036,4.416300519573834,8.1940487241719,0.0
76,2,631.149,442.04102,4.331855166645817,3.674091777236555,-4.440892098500626e-16
77,0,682.961,545.31006,4.3816013281490775,9.174233366907028,0.0
77,2,629.92456,441.88263,4.315228858652282,3.6631222602876363,4.440892098500626e-16
78,0,684.69403,544.1258,4.404887245443116,9.129363085173951,0.0
78,2,630.5991,442.0945,4.323578568285826,3.6786642235561047,0.0
79,0,686.0934,543.10657,4.42412190835085,9.090500856458101,0.0
79,2,632.36224,442.03967,4.349360859737409,3.672893222510652,4.440892098500626e-16
80,0,687.10095,542.7304,4.4362739438912655,9.076015234822457,0.0
80,2,633.2861,441.93835,4.36336430560792,3.664331148536796,0.0
81,0,687.92773,541.8762,4.448989767311386,9.04323925136548,0.0
81,1,662.69214,497.40762,4.407076781072238,7.092475390183834,0.0
82,0,688.1772,541.46686,4.453599939533834,9.027496564850189,0.0
82,2,632.89667,440.74136,4.365757230657815,3.5729044720987453,0.0
83,0,688.1493,540.68866,4.457227287607963,8.997549038278418,0.0
83,2,634.3376,438.41644,4.402663766083197,3.3906202816518203,-4.440892098500626e-16
84,0,687.8985,539.5637,4.460327064178856,8.954050194730986,0.0
84,1,653.8839,477.84204,4.413325614183032,6.037227179141192,0.0
85,0,687.25354,538.96246,4.456706967006576,8.930774781179071,0.0
85,1,647.5129,463.8109,4.4176527403633905,5.184828532432832,0.0
86,0,685.8451,538.8239,4.442835332071945,8.925627380626109,0.0
86,2,634.5697,434.19583,4.4359949272098795,3.052649036953447,-4.440892098500626e-16
87,0,685.2248,539.2516,4.434279917803994,8.942396031143842,0.0
87,2,635.82635,430.0696,4.485423926135009,2.709052614946053,0.0
88,0,684.19135,540.0577,4.419614641454315,8.973856496331804,0.0
88,2,636.4124,427.3605,4.515188867284633,2.476845473011604,0.0
89,0,682.8001,541.45544,4.3984679767992345,9.027972792240485,0.0
89,2,637.46387,424.56433,4.553634477591367,2.230704390405265,4.440892098500626e-16
90,0,681.03094,542.7751,4.374012261960617,9.078719171899683,0.0
90,2,638.46985,422.33035,4.587671561657681,2.02932405208146,0.0
91,0,679.0432,544.1228,4.347398789922654,9.130153847000795,0.0
91,2,640.3229,421.03293,4.627876889122335,1.908901709043647,0.0
92,0,677.82153,545.23785,4.32983117663539,9.17232285384725,0.0
92,2,641.8132,420.4574,4.65649971773248,1.85417637448759,0.0
93,0,677.27313,546.0704,4.320468552925469,9.203567722289213,0.0
93,2,642.8942,419.01987,4.686383027037834,1.7194758936713725,0.0
94,0,676.27496,546.70703,4.307500189873066,9.227445228222155,0.0
94,1,646.67224,447.19214,4.518323094862427,4.045389919637458,-4.440892098500626e-16
95,0,673.99756,547.4533,4.281218754903203,9.255478657797347,0.0
95,1,647.40125,434.21054,4.627696745113234,3.0408198383511973,-4.440892098500626e-16
96,0,671.46295,548.51794,4.251101708241973,9.295141035853309,0.0
96,2,647.52325,412.69788,4.820675075900427,1.1049922109893373,0.0
97,0,668.5377,549.9663,4.215665139812755,9.348608616763359,0.0
97,2,652.68756,409.27673,4.941569663040724,0.7526058224645347,0.0
98,0,664.80115,551.46655,4.17227142090676,9.403589466738568,0.0
98,2,657.1193,407.65768,5.034001058277312,0.5785756118664018,0.0
99,0,660.4085,552.59186,4.124258165623203,9.444702254804005,0.0
99,2,660.6137,406.01968,5.112169626715491,0.4009958530732227,0.0
100,0,655.122,553.2281,4.069611677945291,9.468171724833603,0.0
100,2,664.5307,404.22134,5.200937428569175,0.20237846856442232,0.0
101,0,648.95667,554.08307,4.005790508720387,9.499427384061915,-4.440892098500626e-16
101,2,668.8146,403.1389,5.288758011422655,0.07788445058131543,0.0
102,0,642.4387,554.8924,3.9390442770126386,9.528927351055513,0.0
102,2,672.9668,402.77286,5.365960295809815,0.03104403102052089,0.0
103,0,636.27747,557.0157,3.8720141313436187,9.60428958504413,0.0
103,2,677.07935,401.29474,5.457888411461968,-0.13931554929078516,0.0
104,0,630.3264,559.3852,3.807154114316983,9.687146261365559,0.0
104,2,681.4991,399.4367,5.562189295337106,-0.3561065151521632,0.0
105,0,624.68506,562.6515,3.743716930716435,9.799204382090728,0.0
105,3,617.8791,421.2568,4.271528447209339,1.9568480138425492,0.0
106,0,619.70294,565.29663,3.689300400950401,9.888440877151677,0.0
106,2,686.32983,398.2711,5.665684901323593,-0.497963617053923,0.0
107,0,615.32776,567.5886,3.6422713026090667,9.964668685352063,0.0
107,2,691.1094,397.0833,5.769993984846771,-0.644231308645896,0.0
108,0,611.59375,570.1499,3.6012336061583454,10.04858579792439,0.0
108,1,663.8844,423.0947,4.981711511379434,2.06783564106734,0.0
109,0,608.2872,572.35345,3.5655266366017204,10.119823510425919,0.0
109,2,695.3017,396.535,5.854741615939668,-0.7160102061907025,0.0
110,0,605.52545,574.4823,3.5354379668218705,10.18778659059762,0.0
110,2,699.4536,396.38028,5.93285394344652,-0.7417247433341245,-4.440892098500626e-16
111,0,603.4191,576.7238,3.5114828604740085,10.258439067590047,0.0
111,3,646.1724,412.11,4.804063481931798,1.0484386510088868,0.0
112,0,602.2524,579.4058,3.495512580571128,10.34178138172442,0.0
112,3,667.3958,403.87976,5.254804885277825,0.1608341128813251,0.0
113,0,601.5515,581.84125,3.4844480162952496,10.416417886085297,0.0
113,3,683.32996,395.67175,5.650286497938996,-0.7961401510154076,0.0
114,0,601.0555,583.06335,3.4776492941267247,10.453515885200286,0.0
114,3,694.65857,388.9014,5.969922394535076,-1.6491529309834796,0.0
115,0,600.8351,583.8703,3.4741469645049867,10.477875950592667,0.0
116,0,600.8301,584.70996,3.472529968943414,10.503106721857153,0.0
117,0,601.1193,585.0091,3.4745633984622226,10.512058422972599,4.440892098500626e-16
118,0,601.49194,585.16437,3.4776105421566443,10.51669230482449,0.0
119,0,601.8587,584.91895,3.481359586232669,10.509333022426826,4.440892098500626e-16
119,1,686.119,403.87314,5.580883637011663,0.13007842820772098,0.0
120,0,602.33795,585.0535,3.485399871576762,10.513346199849678,4.440892098500626e-16
121,0,602.3435,584.53674,3.486432967655869,10.497856698063321,0.0
122,0,601.9857,584.09985,3.4840521135094065,10.484742211758272,0.0
122,1,701.52155,391.7287,6.049944450348747,-1.3076234098631048,-4.440892098500626e-16
123,0,601.2683,584.5058,3.476843600477177,10.496966508456483,0.0
124,0,600.695,585.0799,3.4706295167788537,10.514192134728178,0.0
124,2,709.9968,387.79752,6.282355903525067,-1.8223514078117482,4.440892098500626e-16
125,0,600.10706,587.66565,3.460617099633712,10.591069816572524,0.0
125,1,711.65436,386.04788,6.348263192080358,-2.0545268290051624,0.0
126,0,599.3978,591.2899,3.447820114802656,10.697098795015878,0.0
126,2,716.8716,385.18484,6.466950925961342,-2.1802553269227936,0.0
127,0,599.2438,594.27435,3.441220596824529,10.782930650145556,0.0
127,2,720.98816,383.4535,6.583811499978183,-2.422640554858056,0.0
128,0,598.91095,596.11334,3.435132706664975,10.835176598751044,0.0
128,2,724.05963,382.7667,6.659331203368109,-2.5234217191863806,0.0
129,0,598.65674,597.5392,3.430484822151601,10.875350204388164,0.0
129,3,705.7818,387.1308,6.214142447858198,-1.9001471661406768,0.0
130,0,598.88586,597.9062,3.4318463118213236,10.885642495685872,0.0
130,3,713.6438,386.71408,6.373581335099894,-1.9711109307309336,0.0
131,0,598.9097,597.86426,3.4321245673839322,10.884467487515218,0.0
131,3,719.653,387.71448,6.469377246851626,-1.8531686108519132,0.0
132,0,599.2398,597.1894,3.4361423380171923,10.865518056309805,0.0
132,3,724.5277,388.23505,6.55244869023185,-1.7958235492609766,4.440892098500626e-16
133,0,598.4225,595.4827,3.431960041221778,10.81732234480524,0.0
133,2,726.7447,384.8821,6.6662517139611435,-2.24220676110383,0.0
134,0,596.8345,593.4983,3.421465615509,10.760773101515957,0.0
134,2,728.2094,385.2608,6.686716057771684,-2.1946651592980473,0.0
135,0,595.0947,591.9427,3.408814578673919,10.716062586610096,0.0
135,3,725.9735,387.57715,6.59393724055804,-1.8842120121362207,0.0
136,0,593.4731,592.3589,3.393877872034307,10.72809484385437,4.440892098500626e-16
136,2,727.07385,384.97424,6.6707050131441425,-2.2305649452575977,0.0
137,0,593.93024,593.24176,3.3964474766964425,10.75346420030961,0.0
137,2,725.99945,384.68707,6.655861487854665,-2.266780919668278,0.0
138,0,595.93835,593.35876,3.4138496579423054,10.756788161577164,0.0
138,2,722.12115,384.77838,6.577938523873232,-2.24604650812692,0.0
139,0,598.5164,592.64294,3.437688164512209,10.736187017952728,0.0
139,2,716.38275,384.70526,6.467235768452561,-2.2433475830280827,0.0
140,1,680.13446,447.7553,4.989160899453456,4.058522871648801,4.440892098500626e-16
140,2,708.2822,384.67175,6.309800233540152,-2.2302062018870643,0.0
141,1,658.8081,490.84375,4.3979016159085225,6.754586278555562,0.0
141,2,699.74,384.90964,6.139074336805759,-2.179919843871268,0.0
142,1,643.33344,521.75024,4.071331365488296,8.234979093248446,0.0
142,2,689.94366,385.99762,5.9302165274536485,-2.0150398538061864,4.440892098500626e-16
143,0,600.22156,594.5509,3.4492854587139425,10.790805782161456,0.0
143,2,680.86176,387.103,5.737818946167,-1.851858150677387,0.0
144,0,601.4113,597.403,3.454620844117347,10.871508779334485,0.0
144,1,644.56024,482.19687,4.27210631391239,6.290286783649261,0.0
145,0,600.49255,599.5612,3.4429049347121823,10.931823468286561,0.0
145,1,642.8314,454.7455,4.412942220627443,4.584972065240304,0.0
146,0,598.49615,600.7851,3.4236247159830535,10.965733616722247,0.0
146,1,639.5672,436.75217,4.491549871574265,3.253778919339716,0.0
147,0,595.8853,602.1411,3.398988090264413,11.003050211291708,0.0
147,2,664.00183,389.47614,5.383643086311693,-1.5148672311341542,0.0
148,0,593.08875,603.6366,3.372727204269121,11.043897859349277,0.0
148,2,649.75165,390.73096,5.101955348878636,-1.3304581805017115,0.0
149,0,588.35114,606.611,3.328082257715163,11.12420943903338,0.0
149,2,638.7473,391.41055,4.891083321363395,-1.2256485476443473,0.0
150,0,583.8763,607.14484,3.289509888997621,11.138444155848577,4.440892098500626e-16
150,2,629.7142,393.82248,4.7007401118412595,-0.9175013022908232,0.0
151,0,577.32056,608.52545,3.232527615506579,11.175124765948327,0.0
151,2,621.6942,395.11835,4.543888898398093,-0.7497525504594122,0.0
152,0,570.099,610.70685,3.169596431052769,11.232570774885145,0.0
152,2,614.12506,396.3526,4.398017966633162,-0.5925496559720642,0.0
153,0,561.7543,613.32245,3.097706152320154,11.300582675809137,0.0
153,2,607.4355,397.5221,4.270293198971528,-0.44657891945231043,0.0
154,0,552.1477,616.4826,3.016073234184799,11.381523998493982,0.0
154,2,601.21326,398.46188,4.154119257383129,-0.3293002991895264,4.440892098500626e-16
155,0,541.6699,619.7496,2.928634078398139,11.463788741445857,0.0
155,1,621.73376,426.39963,4.296264798462675,2.41002204073882,4.440892098500626e-16
156,0,531.4796,622.7557,2.8450444358105065,11.538236949746462,0.0
156,2,593.32513,400.2896,4.004739192193618,-0.11193979473028648,0.0
157,0,523.0873,626.256,2.7771213425764594,11.623635920977494,0.0
157,2,586.2258,400.8511,3.878933955503869,-0.03841498147066602,0.0
158,0,515.40076,629.3649,2.715937551390015,11.698229905806537,-4.440892098500626e-16
158,2,578.7922,401.66357,3.747132962790369,0.06240628680139082,0.0
159,0,508.54767,631.92163,2.6621348376355987,11.758685379721983,-4.440892098500626e-16
159,2,572.3555,402.02036,3.6356001747889497,0.11142999176998103,4.440892098500626e-16
160,0,502.55908,633.22864,2.615381142936025,11.78915294807017,0.0
160,2,565.6299,402.88242,3.5178651852440685,0.21490260568842245,0.0
161,0,496.43427,634.3882,2.567816938535424,11.81596166079623,4.440892098500626e-16
161,2,559.29675,404.0412,3.407012635727706,0.34811726969042667,0.0
162,0,490.51547,634.7902,2.521748195759764,11.82499374012091,-4.440892098500626e-16
162,2,552.6577,405.76138,3.2910460044698877,0.5385183731962897,0.0
163,0,485.1046,635.0223,2.479654580610717,11.830077010572975,0.0
163,2,546.5371,408.24435,3.1841762049980176,0.8021964703011513,0.0
164,0,479.86508,634.5766,2.4384828822564106,11.81938464747412,0.0
164,1,592.96857,423.6809,3.868440702884975,2.2043623771400185,0.0
165,0,474.74857,634.0994,2.398191381333457,11.807949351872875,0.0
165,2,539.5956,411.6387,3.0653696320298693,1.150033445389571,-4.440892098500626e-16
166,0,469.90747,633.45605,2.35984049408978,11.792622215734914,0.0
166,2,533.72546,414.86658,2.967636463210716,1.4691245287869066,0.0
167,0,466.24075,634.19965,2.3319252125597876,11.809794017313367,0.0
167,3,663.8834,398.01996,5.266834995186588,-0.4876296313262003,-4.440892098500626e-16
168,0,464.19513,634.6031,2.3163875177110365,11.819079612621588,-4.440892098500626e-16
168,2,528.4077,417.22473,2.8820429632512163,1.6972728097972691,0.0
169,0,463.7622,634.9663,2.3133827729459107,11.827506546648973,0.0
169,2,524.4631,418.80588,2.819860083616572,1.8478006043083006,0.0
170,0,464.04388,634.4245,2.315031137761677,11.814909886246692,0.0
170,2,521.62195,420.1452,2.775643324675869,1.9729024831619633,0.0
171,0,465.19327,633.7327,2.32330232347994,11.798826322639325,-4.440892098500626e-16
171,2,519.8572,421.04807,2.7484639602049725,2.056155689427893,0.0
172,0,466.76962,632.2806,2.3342062249655267,11.764843946189329,-4.440892098500626e-16
172,1,569.9537,423.53687,3.5140381539898375,2.2184672807098487,0.0
173,0,468.75122,629.5315,2.34715387847518,11.699815559212173,-4.440892098500626e-16
173,1,554.0142,423.3233,3.2698559796496856,2.218156364093943,0.0
174,0,472.09485,625.8946,2.3702835597069023,11.612512121363869,0.0
174,1,543.1715,422.7794,3.104700603234413,2.182724462898978,0.0
175,0,475.0381,622.2433,2.3905953327009195,11.523305278087031,-4.440892098500626e-16
175,1,536.05475,422.52466,2.996012036496644,2.1684949930697712,0.0
176,0,477.6732,618.0889,2.4083604094427384,11.419859404420478,0.0
176,1,531.54645,422.39294,2.9271165406992514,2.162106397117885,0.0
177,0,480.16455,614.6929,2.4259060370868184,11.33374856115658,0.0
177,1,528.845,421.86707,2.886096158550277,2.11858408897902,0.0
178,0,482.07626,612.5766,2.4399389188131635,11.279369328973573,4.440892098500626e-16
178,2,520.6972,421.1195,2.7613563796560783,2.061547162655639,0.0
179,0,484.1813,610.89276,2.4560280160313983,11.23570580445751,0.0
179,2,521.358,421.81155,2.771445256786498,2.122476327257523,0.0
180,0,486.6583,610.01556,2.475880815384077,11.212838894331231,0.0
180,2,522.4533,423.30026,2.787985312686234,2.2526900624063515,0.0
181,0,490.7369,609.6573,2.509416702022801,11.203523766230521,0.0
181,2,522.6577,423.935,2.7909904261694267,2.307998991209079,0.0
182,0,495.42712,609.41113,2.5481610507168755,11.197143947778532,0.0
182,2,522.64557,424.25873,2.7907540480611677,2.33622187904459,0.0
183,0,498.62195,608.6781,2.574347081673463,11.177901447387743,4.440892098500626e-16
183,2,523.3424,425.7574,2.800997757252371,2.4649905797786644,0.0
184,0,500.29214,607.36743,2.5877026596106822,11.143247177368956,0.0
184,2,522.7686,426.6636,2.7922149001801246,2.54314182371154,4.440892098500626e-16
185,0,501.46777,605.88055,2.596939552770032,11.103645877825215,0.0
185,2,521.8509,427.1266,2.77841732856403,2.5835077085457137,0.0
186,0,501.55228,604.9221,2.5972787091880285,11.077956852453843,-4.440892098500626e-16
186,2,520.6726,427.698,2.7607892654464594,2.6331384861368754,0.0
187,0,501.34088,604.7783,2.5954484033193115,11.074090267798818,0.0
187,1,525.1078,424.45352,2.8279858981163493,2.3503620237773504,0.0
188,0,499.7743,604.60803,2.58222484757966,11.0694969966801,0.0
188,1,522.3752,426.61124,2.786327648335468,2.5391121263884493,4.440892098500626e-16
189,0,498.00607,604.2708,2.5672231007511583,11.060402967259295,0.0
189,1,520.57556,428.24524,2.7593306982941694,2.679318303885257,0.0
190,0,495.28986,603.60596,2.544061601845263,11.042440719081595,0.0
190,1,519.1193,429.29395,2.7377532022076747,2.7685442056831313,0.0
191,0,492.9211,600.4527,2.522337960407305,10.956543488611947,0.0
191,1,517.9803,430.0281,2.721004948571039,2.830633181976932,0.0
192,0,490.62924,596.1189,2.5001867027004065,10.83631439673912,-4.440892098500626e-16
192,1,516.6171,430.17886,2.700939386315709,2.8445098110711697,0.0
193,0,487.77505,590.84045,2.4720148313448957,10.686363880656865,4.440892098500626e-16
193,2,518.8097,428.23425,2.7330737687388282,2.680290845576863,0.0
194,0,482.89902,584.1211,2.424099608453968,10.489706989311433,0.0
194,2,517.13385,428.13205,2.7081458592671326,2.6735049461529776,0.0
195,0,476.78482,578.19745,2.3642437898210336,10.31081029954186,0.0
195,2,514.72974,427.07794,2.6720410734506386,2.587149515374726,0.0
196,0,470.76782,574.87,2.3065350221183976,10.208091720586983,0.0
196,2,513.2937,426.11252,2.6501740037429977,2.506561611743738,0.0
197,0,463.7676,573.8131,2.242023189965667,10.175421782816848,0.0
197,1,514.48145,428.61957,2.6689097203637564,2.71720970275738,0.0
198,0,453.57562,572.4602,2.1478770555529674,10.133467066807372,0.0
198,1,513.0343,427.7192,2.647042381825677,2.643182150897651,0.0
199,0,442.3856,569.11456,2.040368342129589,10.02766591508528,0.0
199,1,511.9708,426.7593,2.6307071668992363,2.5631249833320062,0.0
